Timestamp,Frame,CCTV Detected,Confidence
0:00:00.0,cctv_frame_000001,False,0.0000
0:00:00.0,cctv_frame_000002,True,0.2664
0:00:00.1,cctv_frame_000003,True,0.5613
0:00:00.1,cctv_frame_000004,True,0.4431
0:00:00.1,cctv_frame_000005,False,0.0000
0:00:00.2,cctv_frame_000006,False,0.0000
0:00:00.2,cctv_frame_000007,False,0.0000
0:00:00.2,cctv_frame_000008,False,0.0000
0:00:00.3,cctv_frame_000009,False,0.0000
0:00:00.3,cctv_frame_000010,False,0.0000
0:00:00.3,cctv_frame_000011,False,0.0000
0:00:00.4,cctv_frame_000012,False,0.0000
0:00:00.4,cctv_frame_000013,False,0.0000
0:00:00.4,cctv_frame_000014,False,0.0000
0:00:00.5,cctv_frame_000015,False,0.0000
0:00:00.5,cctv_frame_000016,False,0.0000
0:00:00.5,cctv_frame_000017,False,0.0000
0:00:00.6,cctv_frame_000018,False,0.0000
0:00:00.6,cctv_frame_000019,False,0.0000
0:00:00.6,cctv_frame_000020,False,0.0000
0:00:00.7,cctv_frame_000021,False,0.0000
0:00:00.7,cctv_frame_000022,True,0.4311
0:00:00.7,cctv_frame_000023,True,0.5862
0:00:00.8,cctv_frame_000024,False,0.0000
0:00:00.8,cctv_frame_000025,False,0.0000
0:00:00.8,cctv_frame_000026,True,0.3269
0:00:00.9,cctv_frame_000027,False,0.0000
0:00:00.9,cctv_frame_000028,False,0.0000
0:00:00.9,cctv_frame_000029,False,0.0000
0:00:00.0,cctv_frame_000030,True,0.2979
0:00:01.0,cctv_frame_000031,True,0.2506
0:00:01.0,cctv_frame_000032,False,0.0000
0:00:01.1,cctv_frame_000033,False,0.0000
0:00:01.1,cctv_frame_000034,False,0.0000
0:00:01.1,cctv_frame_000035,False,0.0000
0:00:01.2,cctv_frame_000036,False,0.0000
0:00:01.2,cctv_frame_000037,False,0.0000
0:00:01.2,cctv_frame_000038,False,0.0000
0:00:01.3,cctv_frame_000039,True,0.3118
0:00:01.3,cctv_frame_000040,False,0.0000
0:00:01.3,cctv_frame_000041,True,0.3469
0:00:01.4,cctv_frame_000042,True,0.5025
0:00:01.4,cctv_frame_000043,True,0.5422
0:00:01.4,cctv_frame_000044,True,0.5128
0:00:01.5,cctv_frame_000045,True,0.6515
0:00:01.5,cctv_frame_000046,True,0.7515
0:00:01.5,cctv_frame_000047,True,0.6605
0:00:01.6,cctv_frame_000048,True,0.4484
0:00:01.6,cctv_frame_000049,True,0.2971
0:00:01.6,cctv_frame_000050,True,0.6626
0:00:01.7,cctv_frame_000051,True,0.6666
0:00:01.7,cctv_frame_000052,True,0.5800
0:00:01.7,cctv_frame_000053,True,0.6230
0:00:01.8,cctv_frame_000054,True,0.6558
0:00:01.8,cctv_frame_000055,True,0.7264
0:00:01.8,cctv_frame_000056,True,0.6982
0:00:01.9,cctv_frame_000057,True,0.6405
0:00:01.9,cctv_frame_000058,True,0.5808
0:00:01.9,cctv_frame_000059,False,0.0000
0:00:01.0,cctv_frame_000060,False,0.0000
0:00:02.0,cctv_frame_000061,False,0.0000
0:00:02.0,cctv_frame_000062,False,0.0000
0:00:02.1,cctv_frame_000063,False,0.0000
0:00:02.1,cctv_frame_000064,False,0.0000
0:00:02.1,cctv_frame_000065,False,0.0000
0:00:02.2,cctv_frame_000066,False,0.0000
0:00:02.2,cctv_frame_000067,True,0.4383
0:00:02.2,cctv_frame_000068,False,0.0000
0:00:02.3,cctv_frame_000069,False,0.0000
0:00:02.3,cctv_frame_000070,False,0.0000
0:00:02.3,cctv_frame_000071,False,0.0000
0:00:02.4,cctv_frame_000072,False,0.0000
0:00:02.4,cctv_frame_000073,False,0.0000
0:00:02.4,cctv_frame_000074,False,0.0000
0:00:02.5,cctv_frame_000075,False,0.0000
0:00:02.5,cctv_frame_000076,False,0.0000
0:00:02.5,cctv_frame_000077,False,0.0000
0:00:02.6,cctv_frame_000078,False,0.0000
0:00:02.6,cctv_frame_000079,False,0.0000
0:00:02.6,cctv_frame_000080,False,0.0000
0:00:02.7,cctv_frame_000081,False,0.0000
0:00:02.7,cctv_frame_000082,False,0.0000
0:00:02.7,cctv_frame_000083,False,0.0000
0:00:02.8,cctv_frame_000084,False,0.0000
0:00:02.8,cctv_frame_000085,False,0.0000
0:00:02.8,cctv_frame_000086,False,0.0000
0:00:02.9,cctv_frame_000087,False,0.0000
0:00:02.9,cctv_frame_000088,False,0.0000
0:00:02.9,cctv_frame_000089,False,0.0000
0:00:02.0,cctv_frame_000090,False,0.0000
0:00:03.0,cctv_frame_000091,False,0.0000
0:00:03.0,cctv_frame_000092,False,0.0000
0:00:03.1,cctv_frame_000093,False,0.0000
0:00:03.1,cctv_frame_000094,True,0.5534
0:00:03.1,cctv_frame_000095,True,0.6398
0:00:03.2,cctv_frame_000096,True,0.6366
0:00:03.2,cctv_frame_000097,True,0.5229
0:00:03.2,cctv_frame_000098,True,0.6249
0:00:03.3,cctv_frame_000099,False,0.0000
0:00:03.3,cctv_frame_000100,False,0.0000
0:00:03.3,cctv_frame_000101,False,0.0000
0:00:03.4,cctv_frame_000102,False,0.0000
0:00:03.4,cctv_frame_000103,False,0.0000
0:00:03.4,cctv_frame_000104,True,0.3803
0:00:03.5,cctv_frame_000105,True,0.3822
0:00:03.5,cctv_frame_000106,True,0.4318
0:00:03.5,cctv_frame_000107,True,0.2635
