Timestamp,Frame,Door Detected,Confidence
0:00:00.0,door_frame_000001,False,0.0000
0:00:00.0,door_frame_000002,False,0.0000
0:00:00.1,door_frame_000003,False,0.0000
0:00:00.1,door_frame_000004,False,0.0000
0:00:00.1,door_frame_000005,False,0.0000
0:00:00.2,door_frame_000006,False,0.0000
0:00:00.2,door_frame_000007,False,0.0000
0:00:00.2,door_frame_000008,False,0.0000
0:00:00.3,door_frame_000009,False,0.0000
0:00:00.3,door_frame_000010,False,0.0000
0:00:00.3,door_frame_000011,False,0.0000
0:00:00.4,door_frame_000012,False,0.0000
0:00:00.4,door_frame_000013,False,0.0000
0:00:00.4,door_frame_000014,False,0.0000
0:00:00.5,door_frame_000015,False,0.0000
0:00:00.5,door_frame_000016,False,0.0000
0:00:00.5,door_frame_000017,False,0.0000
0:00:00.6,door_frame_000018,False,0.0000
0:00:00.6,door_frame_000019,False,0.0000
0:00:00.6,door_frame_000020,False,0.0000
0:00:00.7,door_frame_000021,False,0.0000
0:00:00.7,door_frame_000022,False,0.0000
0:00:00.7,door_frame_000023,False,0.0000
0:00:00.8,door_frame_000024,False,0.0000
0:00:00.8,door_frame_000025,False,0.0000
0:00:00.8,door_frame_000026,False,0.0000
0:00:00.9,door_frame_000027,False,0.0000
0:00:00.9,door_frame_000028,False,0.0000
0:00:00.9,door_frame_000029,False,0.0000
0:00:00.0,door_frame_000030,False,0.0000
0:00:01.0,door_frame_000031,False,0.0000
0:00:01.0,door_frame_000032,False,0.0000
0:00:01.1,door_frame_000033,False,0.0000
0:00:01.1,door_frame_000034,False,0.0000
0:00:01.1,door_frame_000035,False,0.0000
0:00:01.2,door_frame_000036,False,0.0000
0:00:01.2,door_frame_000037,False,0.0000
0:00:01.2,door_frame_000038,False,0.0000
0:00:01.3,door_frame_000039,False,0.0000
0:00:01.3,door_frame_000040,False,0.0000
0:00:01.3,door_frame_000041,False,0.0000
0:00:01.4,door_frame_000042,False,0.0000
0:00:01.4,door_frame_000043,False,0.0000
0:00:01.4,door_frame_000044,False,0.0000
0:00:01.5,door_frame_000045,False,0.0000
0:00:01.5,door_frame_000046,False,0.0000
0:00:01.5,door_frame_000047,False,0.0000
0:00:01.6,door_frame_000048,False,0.0000
0:00:01.6,door_frame_000049,False,0.0000
0:00:01.6,door_frame_000050,False,0.0000
0:00:01.7,door_frame_000051,False,0.0000
0:00:01.7,door_frame_000052,False,0.0000
0:00:01.7,door_frame_000053,False,0.0000
0:00:01.8,door_frame_000054,False,0.0000
0:00:01.8,door_frame_000055,False,0.0000
0:00:01.8,door_frame_000056,False,0.0000
0:00:01.9,door_frame_000057,False,0.0000
0:00:01.9,door_frame_000058,False,0.0000
0:00:01.9,door_frame_000059,False,0.0000
0:00:01.0,door_frame_000060,False,0.0000
0:00:02.0,door_frame_000061,False,0.0000
0:00:02.0,door_frame_000062,False,0.0000
0:00:02.1,door_frame_000063,False,0.0000
0:00:02.1,door_frame_000064,False,0.0000
0:00:02.1,door_frame_000065,False,0.0000
0:00:02.2,door_frame_000066,False,0.0000
0:00:02.2,door_frame_000067,False,0.0000
0:00:02.2,door_frame_000068,False,0.0000
0:00:02.3,door_frame_000069,False,0.0000
0:00:02.3,door_frame_000070,False,0.0000
0:00:02.3,door_frame_000071,False,0.0000
0:00:02.4,door_frame_000072,False,0.0000
0:00:02.4,door_frame_000073,False,0.0000
0:00:02.4,door_frame_000074,False,0.0000
0:00:02.5,door_frame_000075,False,0.0000
0:00:02.5,door_frame_000076,False,0.0000
0:00:02.5,door_frame_000077,False,0.0000
0:00:02.6,door_frame_000078,False,0.0000
0:00:02.6,door_frame_000079,False,0.0000
0:00:02.6,door_frame_000080,False,0.0000
0:00:02.7,door_frame_000081,False,0.0000
0:00:02.7,door_frame_000082,False,0.0000
0:00:02.7,door_frame_000083,False,0.0000
0:00:02.8,door_frame_000084,False,0.0000
0:00:02.8,door_frame_000085,False,0.0000
0:00:02.8,door_frame_000086,False,0.0000
0:00:02.9,door_frame_000087,False,0.0000
0:00:02.9,door_frame_000088,False,0.0000
0:00:02.9,door_frame_000089,False,0.0000
0:00:02.0,door_frame_000090,False,0.0000
0:00:03.0,door_frame_000091,False,0.0000
0:00:03.0,door_frame_000092,False,0.0000
0:00:03.1,door_frame_000093,False,0.0000
0:00:03.1,door_frame_000094,False,0.0000
0:00:03.1,door_frame_000095,False,0.0000
0:00:03.2,door_frame_000096,False,0.0000
0:00:03.2,door_frame_000097,False,0.0000
0:00:03.2,door_frame_000098,False,0.0000
0:00:03.3,door_frame_000099,False,0.0000
0:00:03.3,door_frame_000100,False,0.0000
0:00:03.3,door_frame_000101,False,0.0000
0:00:03.4,door_frame_000102,False,0.0000
0:00:03.4,door_frame_000103,False,0.0000
0:00:03.4,door_frame_000104,False,0.0000
0:00:03.5,door_frame_000105,False,0.0000
0:00:03.5,door_frame_000106,False,0.0000
0:00:03.5,door_frame_000107,False,0.0000
